Game Date,Location,Player 1,Side,Faction,ID,Archtype or Deckname,,Player 2,Side,Faction,ID,Archtype or Deckname,,Winner,Winner Tomthord (S/K/M),Player 1 Score,Player 2 Score,Winning Side,,Notes,Was it fun,What Could I of done better?,Why did a loose,,
24/01/2017,Jinteki,Tom,Runner,Shaper,Hayley Kaplan: Universal Scholar,Temi Fork (v0.3),,leachrode,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,Jammy HB,,leachrode,K,4,2,Corp,,,,,,,
26/01/2017,Home,Tom,Corp,Wayland,Weyland Consortium: Building a Better World,Beyoken Challenge Deck (v0.2),,Bill,Runner,Neutral,Sunny Lebeau: Security Specialist,,,Tom,S,8,6,Corp,,,,,,,
27/01/2017,Jinteki,Tom,Corp,Wayland,Weyland Consortium: Building a Better World,Beyoken Challenge Deck (v0.3),,Krachn,Runner,Neutral,Sunny Lebeau: Security Specialist,Power Tap Good stuff,,Krachn,S,4,8,Runner,,Need to rush more,,,,,
27/01/2017,Jinteki,Tom,Corp,Wayland,Weyland Consortium: Building a Better World,Beyoken Challenge Deck (v0.3),,NorwebManu,Runner,Criminal,Andromeda: Dispossessed Ristie,Takeshi's Castle 2.0,,Tom,C,2,4,Corp,,Draw as opponent had to go But had Op on the ropes,,,,,
27/01/2017,Jinteki,Tom,Corp,Wayland,Weyland Consortium: Building a Better World,Beyoken Challenge Deck (v0.3),,Bousa,Runner,Anarch,Edward Kim: Humanity's Hammer,Temi + Conspricy Breackers,,Tom,S,7,6,Corp,,,,,,,
27/01/2017,Jinteki,Tom,Corp,Wayland,Weyland Consortium: Building a Better World,Beyoken Challenge Deck (v0.3),,Greg,Runner,Anarch,MaxX: Maximum Punk Rock,Opus Key,,Tom,S,7,6,Corp,,,,,,,
27/01/2017,Jinteki,Tom,Runner,Shaper,Hayley Kaplan: Universal Scholar,Temi Fork  w/SIFR (v0.7),,Greg,Corp,Wayland,GRNDL: Power Unleashed,Portsmouth SC Deck,,Tom,S,8,3,Runner,,Intresting deck not sure,,,,,
27/01/2017,Jinteki,Tom,Corp,Wayland,Gagarin Deep Space: Expanding the Horizon,SIBRB (v8.6)(54 Card),,Greg,Runner,Anarch,MaxX: Maximum Punk Rock,Opus Key,,Tom,S,8,0,Corp,,,,,,,
27/01/2017,Jinteki,Tom,Runner,Shaper,Hayley Kaplan: Universal Scholar,Temi Fork (v0.5),,Greg,Corp,Haas-Bioroid,Cybernetics Division: Humanity Upgraded,Brainstorm (Punitive & Brain Dam),,Tom,S,8,2,Runner,,,,,,,
27/01/2017,Jinteki,Tom,Runner,Shaper,Hayley Kaplan: Universal Scholar,Temi Fork (v0.5),,Greg,Corp,Haas-Bioroid,Cybernetics Division: Humanity Upgraded,Brainstorm (Punitive & Brain Dam),,Tom,S,10,2,Runner,,,,,,,
27/01/2017,Jinteki,Tom,Runner,Neutral,Adam: Compulsive Hacker,A Bioroid no longer in London (v0.1),,Greg,Corp,Wayland,Gagarin Deep Space: Expanding the Horizon,Gregs Gagarin (v0.3),,Tom,S,12,2,Runner,,,,,,,
28/01/2017,Home,Tom,Corp,Wayland,Weyland Consortium: Building a Better World,Beyoken Challenge Deck (v0.3),,Zoe,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",,,Tom,K,4,2,Corp,,,,,,,
28/01/2017,Home ,Tom,Corp,Wayland,Weyland Consortium: Building a Better World,Beyoken Challenge Deck (v0.3),,Zoe,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",,,Zoe,S,6,8,Runner,,,,,,,
29/01/2017,Cheep Thrills ,Tom,Runner,Shaper,Hayley Kaplan: Universal Scholar,Temi Fork (v0.6),,Chris,Corp,NBN,Harishchandra Ent.: Where You're the Star,24/7 Boom,,Tom,S,7,5,Runner,,,,,,,
29/01/2017,Cheep Thrills ,Tom,Corp,Wayland,Gagarin Deep Space: Expanding the Horizon,SIBRB (v8.7)(54 Card),,Chris,Runner,Shaper,"Rielle ""Kit"" Peddler: Transhuman",??,,Tom,K,0,5,Corp,,,,,,,
29/01/2017,Cheep Thrills ,Tom,Corp,Wayland,Gagarin Deep Space: Expanding the Horizon,SIBRB (v8.7)(54 Card),,Tim,Runner,Criminal,"Armand ""Geist"" Walker: Tech Lord",Generic Giest ,,Tom,S,5,2,Corp,,,,,,,
29/01/2017,Cheep Thrills ,Tom,Runner,Shaper,Hayley Kaplan: Universal Scholar,Temi Fork (v0.6),,Tim,Corp,NBN,NBN: Making News,Tag taxing,,Tom,S,8,3,Runner,,,,,,,
29/01/2017,Cheep Thrills ,Tom,Runner,Shaper,Hayley Kaplan: Universal Scholar,Temi Fork (v0.6),,Colin,Corp,Wayland,Blue Sun: Powering the Future,Psycho Sun,,Colin,S,6,8,Corp,,,,,,,
29/01/2017,Cheep Thrills ,Tom,Corp,Wayland,Gagarin Deep Space: Expanding the Horizon,SIBRB (v8.7)(54 Card),,Colin,Runner,Anarch,Edward Kim: Humanity's Hammer,,,Tom,S,4,0,Corp,,Timmed win,,,,,
29/01/2017,Cheep Thrills ,Tom,Corp,Wayland,Gagarin Deep Space: Expanding the Horizon,SIBRB (v8.7)(54 Card),,Matt,Runner,Anarch,Valencia Estevez: The Angel of Cayambe,,,Tom,K,0,6,Corp,,,,,,,
29/01/2017,Cheep Thrills ,Tom,Runner,Shaper,Hayley Kaplan: Universal Scholar,Temi Fork (v0.6),,Matt,Corp,NBN,Near-Earth Hub: Broadcast Center,Power Shutdown Combo,,Matt,K,6,1,Corp,,Need to.lean could combos,,,,,
29/01/2017,Cheep Thrills ,Tom,Corp,Wayland,Gagarin Deep Space: Expanding the Horizon,SIBRB (v8.7)(54 Card),,Matt,Runner,Anarch,Valencia Estevez: The Angel of Cayambe,,,Tom,K,2,6,Corp,,,,,,,
29/01/2017,Cheep Thrills ,Tom,Runner,Shaper,Hayley Kaplan: Universal Scholar,Temi Fork (v0.6),,Colin,Corp,Wayland,Blue Sun: Powering the Future,,,Colin,S,4,7,Corp,,,,,,,
29/01/2017,Cheep Thrills ,Tom,Runner,Shaper,Hayley Kaplan: Universal Scholar,Temi Fork (v0.6),,Matt,Corp,Wayland,Blue Sun: Powering the Future,,,Matt,K,0,1,Corp,,,,,,,
29/01/2017,Cheep Thrills ,Zoe,Corp,Jinteki,Nisei Division: The Next Generation,Servant Psi,,Tim,Runner,Criminal,"Armand ""Geist"" Walker: Tech Lord",,,Tim,S,0,7,Runner,,,,,,,
29/01/2017,Cheep Thrills ,Zoe,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",,,Tim,Corp,NBN,NBN: Making News,Door to Door,,Tim,K,2,5,Corp,,,,,,,
29/01/2017,Cheep Thrills ,Zoe,Corp,Jinteki,Nisei Division: The Next Generation,Servant Psi,,Colin (IoW),Runner,Criminal,Laramy Fisk: Savvy Investor,,,Colin (IoW),S,5,7,Runner,,,,,,,
29/01/2017,Cheep Thrills ,Zoe,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",,,Colin (IoW),Corp,Jinteki,Tennin Institute: The Secrets Within,,,Zoe,S,7,5,Runner,,,,,,,
29/01/2017,Cheep Thrills ,Zoe,Corp,Jinteki,Nisei Division: The Next Generation,Servant Psi,,Greg,Runner,Anarch,MaxX: Maximum Punk Rock,Opus Key,,Greg,S,5,7,Runner,,,,,,,
29/01/2017,Cheep Thrills ,Zoe,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",,,Greg,Corp,Haas-Bioroid,Cybernetics Division: Humanity Upgraded,Brainstorm (Punitive & Brain Dam),,Greg,K,4,2,Corp,,,,,,,
29/01/2017,Cheep Thrills ,Zoe,Corp,Jinteki,Nisei Division: The Next Generation,Servant Psi,,Will,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",,,Will,S,6,7,Runner,,,,,,,
29/01/2017,Cheep Thrills ,Zoe,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",,,Will,Corp,Jinteki,Pālanā Foods: Sustainable Growth,,,Zoe,S,7,3,Runner,,,,,,,
29/01/2017,IoW Car Ferry ,Tom,Runner,Anarch,MaxX: Maximum Punk Rock,Opus Key,,Greg,Corp,Haas-Bioroid,Cybernetics Division: Humanity Upgraded,,,Greg,K,6,4,Corp,,,,,,,
04/02/2017,Home,Tom,Runner,Anarch,Edward Kim: Humanity's Hammer,Left hand of Human Justic (v0.3),,Bill,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,I Haas Your Clicks,,Bill,S,5,7,Corp,,,,,,,
04/02/2017,Home,Tom,Runner,Anarch,Edward Kim: Humanity's Hammer,Left hand of Human Justic (v0.3),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks,,Tom,S,7,2,Runner,,,,,,,
04/02/2017,Home,Tom,Runner,Anarch,Edward Kim: Humanity's Hammer,Left hand of Human Justic (v0.3),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks,,Zoe,S,2,7,Corp,,,,,,,
05/02/2017,Home,Tom,Runner,Anarch,Edward Kim: Humanity's Hammer,Left hand of Human Justic (v0.3),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks,,Tom,S,7,2,Runner,,,,,,,
05/02/2017,Home,Tom,Runner,Anarch,Edward Kim: Humanity's Hammer,Left hand of Human Justic (v0.3),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks,,Tom ,S,7,2,Corp,,,,,,,
05/02/2017,Home,Tom,Runner,Anarch,Edward Kim: Humanity's Hammer,Left hand of Human Justic (v0.3),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks,,Tom,S,9,0,Runner,,,,,,,
05/02/2017,Home,Tom,Corp,Wayland,Weyland Consortium: Building a Better World,Beyoken Challenge Deck (v0.5),,Zoe,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",Smoky the Cat,,Zoe,S,0,2,Runner,,Ran out of time,,,,,
05/02/2017,Jinteki,Tom,Corp,Jinteki,Harmony Medtech: Biomedical Pioneer,HM 1.1.1.1 (v0.1),,Greg,Runner,Anarch,MaxX: Maximum Punk Rock,Opus Max,,Tom,K,0,0,Corp,,,,,,,
05/02/2017,Jinteki,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Noise 1.1.1.1 (v0.1),,Greg,Corp,Wayland,GRNDL: Power Unleashed,Punitive,,Tom,S,7,0,Runner,,,,,,,
05/02/2017,Jinteki,Tom,Corp,Jinteki,Jinteki: Replicating Perfection,Only spiky ICE is good ICE (eadipus Deck),,Greg,Runner,Criminal,Leela Patel: Trained Pragmatist,Bakesale,,Tom,S,7,5,Corp,,,,,,,
10/02/2017,Home,Tom,Runner,Neutral,Adam: Compulsive Hacker,A Bioroid no longer in London (v0.1),,Bill,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,,,Tom,S,8,0,Runner,,,,,,,
10/02/2017,Home,Tom,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks,,Bill,Runner,Neutral,Sunny Lebeau: Security Specialist,,,Bill,S,4,7,Runner,,,,,,,
11/02/2017,Home,Tom,Runner,Neutral,Sunny Lebeau: Security Specialist,Bill's Deck,,Bill,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,,,Tom,S,7,2,Runner,,,,,,,
11/02/2017,Home,Tom,Corp,Wayland,Weyland Consortium: Building a Better World,Beyoken Challenge Deck (v0.5),,Zoe,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",Smoky the Cat,,Tom,K,0,4,Corp,,,,,,,
12/02/2017,Brewhouse & Kitchen,Tom,Corp,Jinteki,Jinteki: Potential Unleashed,Potatos,,Greg ,Runner,Anarch,MaxX: Maximum Punk Rock,Opus Max,,Tom,K,2,3,Corp,,,,,,,
12/02/2017,Brewhouse & Kitchen,Tom,Runner,Anarch,Edward Kim: Humanity's Hammer,Left hand of Human Justic (v0.3),,Greg,Corp,Haas-Bioroid,Cybernetics Division: Humanity Upgraded,Brainstorm (Punitive & Brain Dam),,Tom,S,8,4,Runner,,,,,,,
12/02/2017,Home,Tom,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",Smoky the Cat,,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks,,Tom,S,9,2,Runner,,,,,,,
12/02/2017,Home,Tom,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",Smoky the Cat,,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks,,Tom,S,8,0,Runner,,,,,,,
12/02/2017,Home,Tom,Runner,Anarch,Edward Kim: Humanity's Hammer,Left hand of Human Justic (v0.3),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks,,Tom,S,9,2,Runner,,,,,,,
12/02/2017,Home,Tom,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks,,Zoe,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",Smoky the Cat,,Tom,S,7,2,Corp,,,,,,,
12/02/2017,Brewhouse & Kitchen,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks,,Greg,Runner,Anarch,MaxX: Maximum Punk Rock,Opus Max,,Zoe,S,7,2,Corp,,,,,,,
12/02/2017,Brewhouse & Kitchen,Zoe,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",Smoky the Cat,,Greg,Corp,Haas-Bioroid,Cybernetics Division: Humanity Upgraded,Brainstorm (Punitive & Brain Dam),,Greg,S,4,7,Corp,,,,,,,
13/02/2017,Home,Tom,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",Smoky the Cat,,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks,,Tom,S,8,4,Runner,,Close game. 2 advance 5/3 pn board out of rich so last ditch 3 Card R+D dig for last 2 points,,,,,
14/02/2017,Jinteki,Tom,Corp,Wayland,Weyland Consortium: Building a Better World,Beyoken Challenge Deck (v0.5),,infinity4,Corp,Haas-Bioroid,Whizzard: Master Gamer,,,infinity4,S,0,10,Corp,,"R+D Hated me, Aggendas and no ice",,,,,
17/02/2017,Home,Tom,Corp,Wayland,Weyland Consortium: Building a Better World,Beyoken Challenge Deck (v0.5),,Zoe,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",Smoky the Cat,,Tom,K,4,6,Corp,,,,,,,
17/02/2017,Home,Tom,Runner,Neutral,Adam: Compulsive Hacker,A Bioroid no longer in London (v0.1),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks,,Tom,S,7,2,Runner,,,,,,,
18/02/2017,Home,Tom,Runner,Anarch,Edward Kim: Humanity's Hammer,Left hand of Human Justic (v0.3),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks,,Tom,S,7,0,Runner,,,,,,,
18/02/2017,Home,Tom,Runner,Anarch,Edward Kim: Humanity's Hammer,Left hand of Human Justic (v0.5),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks,,Tom,S,7,0,Runner,,,,,,,
18/02/2017,Home,Tom,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks,,Zoe,Runner,Anarch,Edward Kim: Humanity's Hammer,Sifr Kim,,Tom,S,7,0,Corp,,,,,,,
18/02/2017,Home ,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks,,Bill,Runner,Neutral,Sunny Lebeau: Security Specialist,,,Bill,S,6,7,Runner,,,,,,,
18/02/2017,Home,Tom,Corp,NBN,Spark Agency: Worldswide Reach,Silly Spark,,Zoe,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",,,Tom,S,6,8,Corp,,,,,,,
19/02/2017,Home,Tom,Runner,Neutral,Adam: Compulsive Hacker,A Bioroid no longer in London (v0.1),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks,,Tom,S,7,4,Runner,,,,,,,
21/02/2017,Home,Tom,Runner,Anarch,Edward Kim: Humanity's Hammer,Left hand of Human Justic (v0.5),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks,,Tom,S,7,5,Runner,,,,,,,
21/02/2017,Home,Tom,Corp,NBN,Spark Agency: Worldswide Reach,Silly Spark,,Zoe,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",Smoky the Cat,,Zoe,S,5,7,Runner,,,,,,,
23/02/2017,Home,Tom,Corp,Wayland,Jemison Astronautics: Sacrifice. Audacity. Success.,New Jank,,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,Peek 'a' Boo v2,,Tom,S,7,2,Corp,,,,,,,
23/02/2017,Home,Tom,Corp,Wayland,Jemison Astronautics: Sacrifice. Audacity. Success.,New Jank,,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,Peek 'a' Boo v2,,Tom,S,9,2,Corp,,,,,,,
26/02/2017,Brewhouse & Kitchen,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks,,Colin ,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",,,Colin,S,2,8,Runner,,,,,,,
26/02/2017,Brewhouse & Kitchen,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,Peek 'a' Boo v2,,Colin,Corp,NBN,New Angeles Sol: Your News,,,Colin,S,0,7,Corp,,,,,,,
26/02/2017,Brewhouse & Kitchen,Tom,Corp,Wayland,Jemison Astronautics: Sacrifice. Audacity. Success.,Silly Jemison,,Scott,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",,,Scott,S,2,7,Runner,,forfeit all the agendaa,,,,,
26/02/2017,Brewhouse & Kitchen,Tom,Runner,Neutral,Adam: Compulsive Hacker,A Bioroid no longer in London (v0.2),,Colin,Corp,NBN,New Angeles Sol: Your News,,,Colin,S,5,7,Corp,,,,,,,
26/02/2017,Brewhouse & Kitchen,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,Peek 'a' Boo,,Scott,Corp,Wayland,Weyland Consortium: Builder of Nations,,,Scott,S,2,7,Corp,,,,,,,
26/02/2017,Brewhouse & Kitchen,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,I Haas Your Clicks (v0.2),,Scott,Runner,Criminal,"Armand ""Geist"" Walker: Tech Lord",,,Scott,S,2,8,Runner,,,,,,,
26/02/2017,Brewhouse & Kitchen,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,Peek 'a' Boo v3,,Scott,Corp,NBN,Spark Agency: Worldswide Reach,,,Scott,S,2,7,Corp,,,,,,,
26/02/2017,Brewhouse & Kitchen,Tom,Corp,NBN,NBN: Controlling the Message,Zoes CTM,,Colin,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",,,Tom,S,7,3,Corp,,,,,,,
26/02/2017,Brewhouse & Kitchen,Tom,Runner,Anarch,Edward Kim: Humanity's Hammer,Left hand of Human Justic (v0.5),,Colin,Corp,NBN,New Angeles Sol: Your News,,,Colin,S,4,7,Corp,,,,,,,
05/03/2017,Home,Tom,Corp,Jinteki,Harmony Medtech: Biomedical Pioneer,HamingU Medtech (v0.1) (Uno),,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,1.1.1.1,,Tom,K,5,4,Corp,,,,,,,
05/03/2017,Home,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v0.1)(Uno),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,1.1.1.1,,Tom,S,7,0,Runner,,,,,,,
07/03/2017,Home,Tom,Corp,Jinteki,Harmony Medtech: Biomedical Pioneer,HamingU Medtech (v0.1) (Uno),,Greg,Runner,Shaper,Chaos Theory: Wünderkind,1.1.1.1,,Greg,S,2,6,Runner,,,,,,,
07/03/2017,Home,Tom,Corp,Jinteki,Harmony Medtech: Biomedical Pioneer,HamingU Medtech (v0.1) (Uno),,Greg,Runner,Shaper,Chaos Theory: Wünderkind,1.1.1.1,,Tom,K,0,0,Corp,,,,,,,
07/03/2017,Home,Tom,Corp,Jinteki,Harmony Medtech: Biomedical Pioneer,HamingU Medtech (v0.1) (Uno),,Greg,Runner,Shaper,Chaos Theory: Wünderkind,1.1.1.1,,Tom,K,0,0,Corp,,,,,,,
07/03/2017,Home,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v0.1)(Uno),,Greg,Runner,Anarch,Noise: Hacker Extraordinaire,1.1.1.1,,Tom,S,7,0,Runner,,,,,,,
07/03/2017,Home,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v0.1)(Uno),,Greg,Runner,Anarch,Noise: Hacker Extraordinaire,1.1.1.1,,Tom,S,7,2,Runner,,,,,,,
07/03/2017,Home,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,1.1.1.1,,Greg,Runner,Shaper,Chaos Theory: Wünderkind,1.1.1.1,,Greg,S,1,8,Runner,,,,,,,
08/03/2017,Home,Tom,Corp,Wayland,Jemison Astronautics: Sacrifice. Audacity. Success.,Jem (v0.1),,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,1.1.1.1,,Tom,K,2,4,Corp,,,,,,,
08/03/2017,Home,Tom,Corp,Jinteki,Harmony Medtech: Biomedical Pioneer,HamingU Medtech (v0.1) (Uno),,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,1.1.1.1,,Tom,S,6,0,Corp,,,,,,,
08/03/2017,Home,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v0.1)(Uno),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,1.1.1.1,,Tom,S,7,1,Runner,,,,,,,
09/03/2017,Home,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v0.1)(Uno),,Greg,Corp,Wayland,Gagarin Deep Space: Expanding the Horizon,Johonny Five,,Tom,S,7,0,Runner,,,,,,,
