Game Date,Location,Player 1,Side,Faction,ID,Archtype or Deckname,,Player 2,Side,Faction,ID,Archtype or Deckname,,Winner,Winner Tomthord (S/K/M),Player 1 Score,Player 2 Score,Winning Side,,Notes,Was it fun,What Could I of done better?,Why did a loose,,
09/03/2017,Home,Tom,Corp,Jinteki,Harmony Medtech: Biomedical Pioneer,HamingU Medtech (v0.1) (Uno),,Greg,Runner,Shaper,Chaos Theory: Wünderkind,1.1.1.1,,Tom,S,6,2,Corp,,,,,,,
09/03/2017,Home,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v0.1)(Uno),,Greg,Corp,Haas-Bioroid,The Foundry: Refining the Process,1.1.1.1,,Greg,K,4,6,Corp,,,,,,,
09/03/2017,Home,Tom,Corp,Jinteki,Harmony Medtech: Biomedical Pioneer,HamingU Medtech (v0.1) (Uno),,Greg,Runner,Shaper,Chaos Theory: Wünderkind,1.1.1.1,,Tom,K,0,0,Corp,,,,,,,
09/03/2017,Home,Tom,Corp,Jinteki,Harmony Medtech: Biomedical Pioneer,HamingU Medtech (v0.1) (Uno),,Greg,Runner,Shaper,Chaos Theory: Wünderkind,1.1.1.1,,Greg,S,4,8,Runner,,,,,,,
09/03/2017,Home,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v0.1)(Uno),,Greg,Corp,Haas-Bioroid,The Foundry: Refining the Process,1.1.1.1,,Tom,S,8,2,Runner,,,,,,,
11/03/2017,Home,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v0.1)(Uno),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,1.1.1.1,,Tom,S,7,1,Runner,,,,,,,
11/03/2017,Home,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v0.1)(Uno),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,1.1.1.1,,Tom,S,7,2,Runner,,,,,,,
11/03/2017,Home,Tom,Corp,Jinteki,Harmony Medtech: Biomedical Pioneer,HamingU Medtech (v0.1) (Uno),,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,1.1.1.1,,Tom,S,6,1,Corp,,,,,,,
11/03/2017,Home,Tom,Corp,Jinteki,Harmony Medtech: Biomedical Pioneer,HamingU Medtech (v0.1) (Uno),,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,1.1.1.1,,Tom,S,7,5,Corp,,,,,,,
12/03/2016,Fist Full Dice,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,1.1.1.1,,Peter Cox,Corp,NBN,"SYNC: Everything, Everywhere",1.1.1.1,,Peter Cox,K,4,2,Corp,,,,,,,
12/03/2016,Fist Full Dice,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,1.1.1.1,,Peter Cox,Runner,Shaper,"Kate ""Mac"" McCaffrey: Digital Tinker",1.1.1.1,,Peter Cox,S,5,7,Runner,,,,,,,
12/03/2016,Fist Full Dice,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,1.1.1.1,,Scott,Corp,Jinteki,Jinteki: Potential Unleashed,1.1.1.1,,Scott,S,5,7,Corp,,,,,,,
12/03/2016,Fist Full Dice,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,1.1.1.1,,Scott,Runner,Criminal,Leela Patel: Trained Pragmatist,1.1.1.1,,Scott,S,6,8,Runner,,,,,,,
12/03/2016,Fist Full Dice,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,1.1.1.1,,Dan H,Corp,NBN,NBN: Making News,1.1.1.1,,Dan H,S,4,7,Corp,,,,,,,
12/03/2016,Fist Full Dice,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,1.1.1.1,,Dan H,Runner,Anarch,Edward Kim: Humanity's Hammer,1.1.1.1,,Dan H,S,6,7,Runner,,,,,,,
12/03/2016,Fist Full Dice,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,1.1.1.1,,Kyle,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,1.1.1.1,,Zoe,S,7,6,Runner,,,,,,,
12/03/2016,Fist Full Dice,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,1.1.1.1,,Kyle,Runner,Criminal,"Ken ""Express"" Tenma: Disappeared Clone",1.1.1.1,,Kyle,S,5,7,Runner,,,,,,,
12/03/2016,Fist Full Dice,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,HamingU Medtech (v0.1) (Uno) (v0.5),,Ben Rouse,Corp,NBN,NBN: Controlling the Message,1.1.1.1,,Ben Rouse,S,1,7,Corp,,,,,,,
12/03/2016,Fist Full Dice,Tom,Corp,Jinteki,Harmony Medtech: Biomedical Pioneer,HamingU Medtech (v0.7),,Ben Rouse,Corp,Haas-Bioroid,Whizzard: Master Gamer,1.1.1.1,,Ben Rouse,S,4,7,Corp,,,,,,,
12/03/2016,Fist Full Dice,Tom,Corp,Jinteki,Harmony Medtech: Biomedical Pioneer,HamingU Medtech (v0.7),,Dan H,Runner,Criminal,"Ken ""Express"" Tenma: Disappeared Clone",1.1.1.1,,Tom,K,2,2,Corp,,,,,,,
12/03/2016,Fist Full Dice,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v0.5),,Dan H,Corp,NBN,NBN: Making News,1.1.1.1,,Tom,S,8,2,Runner,,,,,,,
12/03/2016,Fist Full Dice,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v0.5),,Peter Cox,Corp,NBN,"SYNC: Everything, Everywhere",1.1.1.1,,Peter Cox,K,4,1,Corp,,24Hr ews to Boom,,,,,
12/03/2016,Fist Full Dice,Tom,Corp,Jinteki,Harmony Medtech: Biomedical Pioneer,HamingU Medtech (v0.7),,Peter Cox,Runner,Shaper,"Kate ""Mac"" McCaffrey: Digital Tinker",1.1.1.1,,Tom,K,3,5,Corp,,,,,,,
12/03/2016,Fist Full Dice,Tom,Corp,Jinteki,Harmony Medtech: Biomedical Pioneer,HamingU Medtech (v0.7),,Toby CD,Runner,Shaper,"Kate ""Mac"" McCaffrey: Digital Tinker",1.1.1.1,,Tom,S,6,5,Corp,,,,,,,
12/03/2016,Fist Full Dice,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v0.5),,Toby CD,Corp,NBN,Near-Earth Hub: Broadcast Center,1.1.1.1,,Toby CD,S,5,7,Corp,,,,,,,
18/03/2017,Home,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v0.5),,Bill,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,,,Bill,S,0,7,Corp,,,,,,,
18/03/2017,Home,Tom,Corp,Wayland,Jemison Astronautics: Sacrifice. Audacity. Success.,Jem (v0.1),,Bill,Runner,Neutral,Sunny Lebeau: Security Specialist,,,Tom,S,8,0,Corp,,,,,,,
19/03/2017,Home,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v1.0) (Not Uno),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,,,Tom,S,7,0,Runner,,,,,,,
19/03/2017,Home,Tom,Corp,Wayland,Jemison Astronautics: Sacrifice. Audacity. Success.,Jem (v0.1),,Zoe,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",,,Tom,S,7,0,Corp,,,,,,,
25/03/2017,Home,Tom,Corp,Wayland,Jemison Astronautics: Sacrifice. Audacity. Success.,Jem (v0.1),,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,1.1.1.1,,Tom,K,1,2,Corp,,,,,,,
26/03/2017,Home,Tom,Runner,Neutral,Adam: Compulsive Hacker,A Bioroid no longer in London (v0.3),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,,,Tom,S,7,2,Runner,,,,,,,
26/03/2017,Home,Tom,Runner,Neutral,Adam: Compulsive Hacker,A Bioroid no longer in London (v0.3),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,,,Tom,S,7,0,Runner,,,,,,,
26/03/2017,Home,Tom,Corp,Wayland,Jemison Astronautics: Sacrifice. Audacity. Success.,Jem (v0.1),,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,Peek 'a' Boo v3,,Tom,S,8,7,Corp,,,,,,,
26/03/2017,Home,Tom,Corp,Jinteki,Jinteki: Potential Unleashed,Potatos,,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,Peek 'a' Boo v3,,Tom,K,4,3,Corp,,,,,,,
30/03/2017,Home,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v1.0) (Not Uno),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,,,Tom,S,7,2,Runner,,,,,,,
01/04/2017,Home,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v1.0) (Not Uno),,Bill,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,,,Tom,S,7,2,Runner,,,,,,,
01/04/2017,Home,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v1.0) (Not Uno),,Bill,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,,,Tom,S,8,6,Runner,,,,,,,
01/04/2017,Home,Tom,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,Corp Teaching Deck,,Bill,Runner,Neutral,Sunny Lebeau: Security Specialist,,,Tom,S,7,0,Corp,,,,,,,
01/04/2017,Home,Tom,Runner,Shaper,"Kate ""Mac"" McCaffrey: Digital Tinker",Runner Teaching Deck,,Bill,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,Teaching Deck,,Tom,S,8,3,Runner,,,,,,,
03/04/2017,Home,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v1.0) (Not Uno),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,,,Tom,S,7,4,Runner,,,,,,,
03/04/2017,Home,Tom,Runner,Neutral,Adam: Compulsive Hacker,A Bioroid no longer in London (v0.3),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,,,Tom,S,8,2,Runner,,,,,,,
03/04/2017,Home,Tom,Corp,Wayland,Jemison Astronautics: Sacrifice. Audacity. Success.,Jem (v0.1),,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,Peek 'a' Boo v3,,Tom,S,7,0,Corp,,,,,,,
06/04/2017,Home,Tom,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,Corp Teaching Deck,,Dan Pavy,Runner,Shaper,"Kate ""Mac"" McCaffrey: Digital Tinker",Teaching Deck,,Tom,S,7,4,Corp,,,,,,,
06/04/2017,Home,Tom,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,Corp Teaching Deck,,Dan Pavy,Runner,Shaper,"Kate ""Mac"" McCaffrey: Digital Tinker",Teaching Deck,,Tom,S,7,6,Corp,,,,,,,
09/04/2017,Brewhouse & Kitchen,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v1.0) (Not Uno),,Colin,Corp,Jinteki,Pālanā Foods: Sustainable Growth,,,Colin,S,6,7,Corp,,,,,,,
09/04/2017,Brewhouse & Kitchen,Tom,Corp,Wayland,Jemison Astronautics: Sacrifice. Audacity. Success.,Jem (v0.1),,Colin,Runner,Anarch,Edward Kim: Humanity's Hammer,Hammer Time Kim,,Colin,S,6,7,Runner,,,,,,,
09/04/2017,Brewhouse & Kitchen,Tom,Runner,Neutral,Adam: Compulsive Hacker,A Bioroid no longer in London (v0.3),,Scott,Corp,Wayland,Jemison Astronautics: Sacrifice. Audacity. Success.,,,Tom,S,8,3,Runner,,,,,,,
09/04/2017,Brewhouse & Kitchen,Tom,Corp,Wayland,Jemison Astronautics: Sacrifice. Audacity. Success.,Jem (v0.1),,Scott,Runner,Shaper,"Ele ""Smoke"" Scovak: Cynosure of the Net",,,Tom,K,5,4,Corp,,,,,,,
13/04/2017,Home,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v1.0) (Not Uno),,Bill,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,,,Tom,S,7,0,Runner,,,,,,,
13/04/2017,Home,Tom,Runner,Shaper,"Kate ""Mac"" McCaffrey: Digital Tinker",Runner Teaching Deck,,Dan Pavy,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,Teaching Deck,,Tom,S,7,6,Runner,,,,,,,
13/04/2017,Home,Tom,Runner,Shaper,"Kate ""Mac"" McCaffrey: Digital Tinker",Runner Teaching Deck,,Dan Pavy,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,Teaching Deck,,Dan P,S,6,7,Corp,,,,,,,
17/04/2017,Home,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v1.0) (Not Uno),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,,,Tom,S,7,2,Runner,,,,,,,
17/04/2017,Home,Tom,Runner,Anarch,Noise: Hacker Extraordinaire,Country Life - It's about Great Butter Not Great Britain (v1.0) (Not Uno),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,,,Tom,S,9,0,Runner,,,,,,,
17/04/2017,Home,Tom,Corp,Wayland,Jemison Astronautics: Sacrifice. Audacity. Success.,Jem (v0.1),,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,Peek 'a' Boo v3,,Tom,S,7,0,Corp,,,,,,,
17/04/2017,Home,Tom,Corp,Jinteki,Jinteki: Potential Unleashed,Potatos,,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,Peek 'a' Boo v3,,Tom,K,2,6,Corp,,,,,,,
20/04/2017,Home,Tom,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,Corp Teaching Deck,,Dan Pavy,Runner,Shaper,"Kate ""Mac"" McCaffrey: Digital Tinker",Teaching Deck,,Tom,S,8,6,Corp,,,,,,,
22/04/2017,Home,Tom,Runner,Criminal,"Ken ""Express"" Tenma: Disappeared Clone",Prepaid Apoc Ken (v0.1),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,,,Tom,S,7,2,Runner,,,,,,,
22/04/2017,Home,Tom,Runner,Shaper,Hayley Kaplan: Universal Scholar,Rushmore,,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,,,Tom,S,7,2,Runner,,,,,,,
22/04/2017,Home,Tom,Corp,Jinteki,Jinteki: Replicating Perfection,Only spiky ICE is good ICE (My Version) (v2),,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,,,Zoe,S,0,10,Runner,,,,,,,
22/04/2017,Home,Tom,Corp,Jinteki,Jinteki: Replicating Perfection,Only spiky ICE is good ICE (My Version) (v2),,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,Peek 'a' Boo v3,,Tom,S,8,0,Corp,,,,,,,
22/04/2017,Home,Tom,Runner,Criminal,"Ken ""Express"" Tenma: Disappeared Clone",Prepaid Apoc Ken (v0.1),,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,,,Tom,S,7,2,Runner,,,,,,,
22/04/2017,Home,Tom,Runner,Shaper,Hayley Kaplan: Universal Scholar,Rushmore,,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,,,Tom,S,7,2,Runner,,,,,,,
23/04/2017,Home,Tom,Runner,Criminal,Los: Data Hijacker,Zoes Los,,Zoe,Corp,Jinteki,Chronos Protocol: Selective Mind-mapping,,,Tom,S,7,0,Runner,,,,,,,
23/04/2017,Home,Tom,Corp,Jinteki,Jinteki: Replicating Perfection,Only spiky ICE is good ICE (My Version) (v2),,Zoe,Runner,Criminal,Los: Data Hijacker,,,Tom,K,0,2,Corp,,,,,,,
23/04/2017,Brewhouse & Kitchen,Tom,Corp,Jinteki,Jinteki: Replicating Perfection,Only spiky ICE is good ICE (My Version) (v2),,Dan Hill,Runner,Anarch,Reina Roja: Freedom Fighter,,,Dan Hill,S,0,7,Runner,,,,,,,
23/04/2017,Brewhouse & Kitchen,Tom,Runner,Criminal,"Ken ""Express"" Tenma: Disappeared Clone",Prepaid Apoc Ken (v0.1),,Dan Hill,Corp,Wayland,Weyland Consortium: Building a Better World,,,Tom,S,11,2,Runner,,,,,,,
23/04/2017,Brewhouse & Kitchen,Tom,Corp,Wayland,Jemison Astronautics: Sacrifice. Audacity. Success.,Jem (v0.3),,Greg,Runner,Shaper,Jesminder Sareen: Girl Behind the Curtain,,,Tom,S,7,4,Corp,,,,,,,
23/04/2017,Brewhouse & Kitchen,Tom,Runner,Shaper,Hayley Kaplan: Universal Scholar,Rushmore,,Greg,Corp,Wayland,GRNDL: Power Unleashed,,,Tom,S,7,2,Runner,,,,,,,
23/04/2017,Brewhouse & Kitchen,Tom,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,Corp Teaching Deck,,Dan Hill,Runner,Shaper,"Kate ""Mac"" McCaffrey: Digital Tinker",Teaching Deck,,Dan Hill,S,2,7,Runner,,,,,,,
23/04/2017,Brewhouse & Kitchen,Tom,Runner,Shaper,"Kate ""Mac"" McCaffrey: Digital Tinker",Runner Teaching Deck,,Dan Hill,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,Teaching Deck,,Tom,S,8,6,Runner,,,,,,,
23/04/2017,Home,Tom,Runner,Criminal,"Ken ""Express"" Tenma: Disappeared Clone",Prepaid Apoc Ken (v0.1),,Zoe,Corp,Jinteki,Chronos Protocol: Selective Mind-mapping,Peek 'a' Boo v3,,Zoe,S,4,7,Corp,,,,,,,
23/04/2017,Home,Tom,Corp,Jinteki,Jinteki: Replicating Perfection,Only spiky ICE is good ICE (My Version) (v2),,Zoe,Runner,Criminal,Los: Data Hijacker,,,Tom,S,8,3,Corp,,,,,,,
26/04/2017,Home,Tom,Runner,Shaper,Hayley Kaplan: Universal Scholar,Rushmore,,Zoe,Corp,Jinteki,Chronos Protocol: Selective Mind-mapping,,,Tom,S,7,0,Runner,,,,,,,
26/04/2017,Home,Tom,Corp,Jinteki,Jinteki: Replicating Perfection,Only spiky ICE is good ICE (My Version) (v2),,Zoe,Runner,Criminal,Los: Data Hijacker,,,Tom,S,7,3,Corp,,,,,,,
29/04/2017,Home,Tom,Runner,Criminal,"Ken ""Express"" Tenma: Disappeared Clone",Prepaid Apoc Ken (v0.1),,Bill,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,,,Tom,S,7,6,Runner,,,,,,,
01/05/2017,Home,Tom,Runner,Shaper,Hayley Kaplan: Universal Scholar,Rushmore,,Zoe,Corp,Jinteki,Chronos Protocol: Selective Mind-mapping,,,Tom,S,7,5,Runner,,,,,,,
01/05/2017,Home,Tom,Corp,Wayland,Jemison Astronautics: Sacrifice. Audacity. Success.,Jem (v0.3),,Zoe,Runner,Criminal,Los: Data Hijacker,,,Tom,S,7,4,Corp,,,,,,,
02/05/2017,Home,Tom,Corp,Wayland,Jemison Astronautics: Sacrifice. Audacity. Success.,Jem (v0.3),,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,Peek 'a' Boo v3,,Tom,S,7,4,Corp,,,,,,,
03/05/2017,Home,Tom,Runner,Shaper,Chaos Theory: Wünderkind,Peek 'a' Boo,,Zoe,Corp,Jinteki,Chronos Protocol: Selective Mind-mapping,,,Tom,S,7,5,Runner,,,,,,,
04/05/2017,Home,Tom,Runner,Criminal,"Ken ""Express"" Tenma: Disappeared Clone",Prepaid Apoc Ken (v0.1),,Bill,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,,,Tom,S,7,5,Runner,,,,,,,
05/05/2017,Home,Tom,Runner,Shaper,Hayley Kaplan: Universal Scholar,Rushmore,,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,,,Zoe,S,4,7,Corp,,,,,,,
06/05/2017,Home,Tom,Runner,Shaper,Chaos Theory: Wünderkind,Peek 'a' Boo v3,,Zoe,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,,,Tom,S,7,4,Runner,,,,,,,
06/05/2017,Home,Tom,Corp,Haas-Bioroid,Haas-Bioroid: Architects of Tomorrow,,,Zoe,Runner,Shaper,Chaos Theory: Wünderkind,,,Tom,S,7,4,Corp,,,,,,,
06/05/2017,Home,Tom,Runner,Shaper,Hayley Kaplan: Universal Scholar,Rushmore,,Zoe,Corp,Haas-Bioroid,Custom Biotics: Engineered for Success,,,Tom,S,7,3,Runner,,,,,,,
06/05/2017,Home,Tom,Runner,Criminal,"Ken ""Express"" Tenma: Disappeared Clone",Prepaid Apoc Ken (v0.1),,Bill,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,,,Tom,S,7,4,Runner,,,,,,,
07/05/2017,Fist Full Of Dice,Tom,Runner,Criminal,Skorpios Defense Systems: Persuasive Power,TD Corp Deck,,Colin,Corp,NBN,Steve Cambridge: Master Grifter,TD Runner Deck,,Colin,S,6,7,Corp,,,,,,,
07/05/2017,Fist Full Of Dice,Tom,Runner,Criminal,Skorpios Defense Systems: Persuasive Power,TD Corp Deck,,Colin,Corp,NBN,Steve Cambridge: Master Grifter,TD Runner Deck,,Colin,S,5,7,Corp,,,,,,,
07/05/2017,Fist Full Of Dice,Tom,Runner,Criminal,Skorpios Defense Systems: Persuasive Power,TD Corp Deck,,Colin,Corp,NBN,Steve Cambridge: Master Grifter,TD Runner Deck,,Colin,S,1,7,Corp,,,,,,,
07/05/2017,Fist Full Of Dice,Tom,Corp,Jinteki,Jinteki: Replicating Perfection,Only spiky ICE is good ICE (My Version) (v2),,Dan H,Runner,Criminal,"Ken ""Express"" Tenma: Disappeared Clone",Prepaid Apoc Ken (v0.1),,Dan H,S,0,7,Runner,,,,,,,
07/05/2017,Fist Full Of Dice,Tom,Runner,Criminal,"Ken ""Express"" Tenma: Disappeared Clone",Prepaid Apoc Ken (v0.1),,Dan H,Corp,Jinteki,Jinteki: Replicating Perfection,Only spiky ICE is good ICE (My Version) (v2),,Tom,S,7,0,Runner,,,,,,,
13/05/2017,Home,Tom,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,Bill's HB,,Bill,Runner,Criminal,Gabriel Santiago: Consummate Professional,,,Tom,S,7,6,Corp,,,,,,,
13/05/2017,Home,Tom,Runner,Criminal,Gabriel Santiago: Consummate Professional,Bill's Gabe,,Bill,Corp,Haas-Bioroid,Haas-Bioroid: Engineering the Future,,,Tom,S,7,0,Runner,,,,,,,